Unnamed: 0,Unnamed: 1,County Growth Projections Population by Age,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
Logan,10341,10334,10139,10008.0,10026.0,10017.0,9940.0,9832.0,,,0.22448713774014978,0.22448137286846964,0.21995878077882633,0.2156571206929989,0.2144002737206766,0.2128649751370649,0.20999260589415866,0.20650689966604358
Madison,8858,8970,8999,9104.0,9399.0,9511.0,9886.0,10300.0,,,0.2021313009150446,0.20209074933537602,0.19358100114010368,0.18643130669833924,0.18281724111102465,0.17702788221717605,0.1768357034254539,0.1773293850285793
Marion,13771,13785,13780,13631.0,13169.0,12846.0,12951.0,13179.0,,,0.210684944081514,0.21113170268490297,0.2109808004409468,0.2091927562922038,0.20183612788523433,0.19745154398315376,0.2000710622257925,0.20462696995574878
Morrow,7666,7707,7443,7509.0,7845.0,7991.0,8011.0,7952.0,,,0.21925408992106166,0.2192540752752411,0.20433768016472204,0.1993575107524027,0.19942549189079262,0.19721612083220216,0.1932503497853042,0.18759583854301823
Perry,8095,8095,8339,8346.0,8415.0,8520.0,8595.0,8700.0,,,0.22842066649736167,0.22828539199097575,0.22624053826745164,0.22306561539489508,0.22068658047258136,0.22037142413739588,0.21980972840263927,0.2200192200697992
Pickaway,12500,12649,12793,13147.0,13574.0,13898.0,14492.0,15181.0,,,0.21320870573787268,0.21318659093590414,0.2051639804346083,0.19952649071952164,0.194704228584543,0.18983226793421842,0.1893265399438239,0.19005470911526473
Ross,16034,16013,15668,15218.0,15015.0,14669.0,14696.0,14767.0,,,0.20827433915697863,0.20825584268640024,0.20456978717848284,0.19970080310744842,0.19788866044599082,0.194348021940168,0.19584221748400854,0.19794375485911905
Union,15142,15596,16083,17995.0,19992.0,21635.0,22646.0,23535.0,,,0.24005580480999414,0.24004555878776684,0.2421846765449946,0.24818978001517136,0.2532780966135837,0.25458032783027196,0.2492844876931883,0.24336900884132154
Total,562305,565353,587627,610020.0,637790.0,661930.0,679917.0,699676.0,,,0.23224620935675847,0.23255631238849922,0.22996264648389728,0.22788078564741798,0.22559228630649622,0.2247869816235887,0.22322704896557746,0.2223303318609309
,,,,,,,,,,,,,,,,,,
Population by Age 18 - 64,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,Share of Total Population,,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,2020.0,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,129537,132452,147623,162958.0,179944.0,195085.0,210691.0,226432.0,,,0.6023239809915281,0.6000362417323548,0.5976252550442077,0.5872698966426894,0.5788530638898808,0.5722360574568003,0.5705036730958254,0.5693580791406523
Fairfield,95575,96598,99312,102543.0,108078.0,114186.0,120539.0,126510.0,,,0.5997540114334482,0.5997491680325833,0.5870093330890219,0.5746347695980364,0.5723863997457896,0.576906753971141,0.5839954652041627,0.588747207743857
Fayette,16976,16948,16999,17272.0,17603.0,17905.0,18289.0,18699.0,,,0.5866132209129549,0.5863142600152218,0.5778238553315884,0.5755223084868881,0.5746229679441144,0.5735105701473414,0.575306700220195,0.5778430160692213
Franklin,846386,844704,871039,897086.0,945272.0,985153.0,1022277.0,1051047.0,,,0.6392580737500312,0.6392425084038764,0.6265895130444916,0.6199241235859553,0.6219533057340095,0.6256723345258426,0.6309448276543113,0.6309131203651569
Hocking,16420,16481,15903,15291.0,15073.0,14936.0,14975.0,15040.0,,,0.5864495160541447,0.5865750791899491,0.5686751296263186,0.5507888480657013,0.5455499656158385,0.5445530115210734,0.5507539536594336,0.558008384966423
Knox,35971,36048,35389,35251.0,35892.0,36799.0,37802.0,38702.0,,,0.5731060304309726,0.5731274941571141,0.5515999812958835,0.5395093282725478,0.5355975706206259,0.5401688073394495,0.5481967022927332,0.5545493623728328
Licking,106797,107825,111273,114735.0,123803.0,130275.0,135753.0,140179.0,,,0.5976997985224983,0.5976962433689392,0.5828405311264175,0.5716456579144039,0.570620661682691,0.5768643200949374,0.5876320790244873,0.5934708427532366
Logan,26898,26883,26159,25765.0,25825.0,26082.0,26530.0,27062.0,,,0.5839140345164442,0.5839687194525904,0.5675018982536066,0.5551964143340444,0.5522528494750123,0.5542521994134897,0.560473222773846,0.5683980592720169
Madison,27804,28164,28927,29783.0,31056.0,32561.0,34078.0,35517.0,,,0.6344613559089975,0.6345243995854549,0.622259986662938,0.6098949480883828,0.6040613086438964,0.6060566578565313,0.6095698059207584,0.6114764823359273
Marion,39419,39321,38144,37481.0,38061.0,38725.0,39032.0,39029.0,,,0.6030781940853388,0.6022422692254675,0.5840095538475671,0.5752148557397176,0.5833461055083836,0.5952289460336003,0.602978434159303,0.6059933234997282
Morrow,20820,20928,21202,21385.0,21937.0,22481.0,23148.0,23961.0,,,0.5954696259009267,0.5953742425535546,0.5820727522306108,0.5677534115648064,0.5576541766231126,0.5548261309509119,0.5584020842379505,0.5652645733562953
Perry,21118,21121,21180,21008.0,21171.0,21557.0,21997.0,22374.0,,,0.5958971754282005,0.5956288776085731,0.5746222089584634,0.5614860350126955,0.5552175395347617,0.5575759143344886,0.5625543450462892,0.5658287390622629
Pickaway,36487,36927,38391,40177.0,42345.0,44691.0,46825.0,48981.0,,,0.6223476837006209,0.6223686649925,0.6156843877796487,0.6097494346724135,0.6073928509954674,0.6104327159482053,0.6117316611143772,0.6132053031535987
Ross,47323,47268,45732,44743.0,44322.0,44525.0,44473.0,44516.0,,,0.6147041631486653,0.6147403467245841,0.5971014492753624,0.5871476562910083,0.5841372766092044,0.589906992766104,0.592657249466951,0.5967132248465189
Union,39626,40816,40694,43147.0,46320.0,49981.0,54246.0,58482.0,,,0.6282163070532841,0.6282187437472103,0.6127876159498855,0.5950899937935314,0.586826802478051,0.5881293905839992,0.597133547620096,0.6047463936714751
Total,1507157,1512484,1557967,1608625.0,1696702.0,1774942.0,1850655.0,1916531.0,,,0.6224940204257547,0.6221558947889316,0.6096966518804923,0.6009224760041929,0.6001393614838815,0.6027583803981323,0.6075980660924654,0.6090004134081514
,,,,,,,,,,,,,,,,,,
Population by Age 65 and older,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,Share of Total Population,,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,2020.0,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,31652,32363,41399,51830.0,62263.0,70999.0,78056.0,85365.0,,,0.14717616315295123,0.1466113980248256,0.16759643100042101,0.18678554439174871,0.20029080334423846,0.20825890172681327,0.211358030040048,0.21464833780491177
Fairfield,26267,26549,29923,33389.0,35360.0,36021.0,36084.0,36588.0,,,0.16483116524532967,0.16483509660755974,0.1768676521872765,0.18710668034004113,0.18726829784980403,0.1819904207590639,0.17482219336834556,0.17027177959791512
Fayette,5349,5358,5803,6229.0,6414.0,6459.0,6410.0,6371.0,,,0.18483707108054875,0.1853594409465163,0.19725347564499132,0.20755722901602747,0.20937520402167525,0.20688661114670084,0.20163573450770683,0.1968788627935723
Franklin,167805,167472,194235,213954.0,226281.0,229776.0,231428.0,239292.0,,,0.12673969213293224,0.12673696509950705,0.13972464386347436,0.1478512048317658,0.14888435918423207,0.1459311257622014,0.14283633454962005,0.14364006785464314
Hocking,5583,5600,6166,6600.0,6758.0,6734.0,6541.0,6302.0,,,0.19939997857066324,0.19930953482578212,0.22048989808689434,0.23773503349902744,0.24459806724818126,0.24551553157357445,0.24056638470025746,0.23381441769005307
Knox,11852,11874,13486,14535.0,14983.0,14759.0,14299.0,13956.0,,,0.18883135505456863,0.1887848387045487,0.21020309553127484,0.22245519521266013,0.2235834838016504,0.21664587155963302,0.20736110909697347,0.19997134259922625
Licking,30747,31043,35849,40110.0,43686.0,44072.0,43053.0,43083.0,,,0.1720785762256548,0.1720777601011081,0.1877746641175392,0.1998405659907329,0.201353232363271,0.19515305557646578,0.1863629083573936,0.18239896359895344
Logan,8826,8818,9797,10634.0,10912.0,10959.0,10865.0,10717.0,,,0.19159882774340606,0.19154990767893992,0.21253932096756697,0.22914646497295665,0.2333468768043111,0.23288282544944536,0.22953417133199536,0.22509504106193948
Madison,7161,7252,8561,9946.0,10957.0,11654.0,11941.0,12267.0,,,0.16340734317595784,0.1633848510791691,0.1841590121969583,0.2036737452132779,0.21312145024507897,0.21691545992629266,0.2135944906537877,0.21119413263549341
Marion,12173,12185,13390,14048.0,14016.0,13488.0,12749.0,12197.0,,,0.1862368618331472,0.1866260280896295,0.20500964571148605,0.21559238796807859,0.214817766606382,0.20731950998324597,0.19695050361490454,0.18937970654452294
Morrow,6478,6516,7780,8772.0,9556.0,10047.0,10295.0,10476.0,,,0.18527628417801167,0.18537168217120423,0.21358956760466713,0.23288907768279085,0.24292033148609488,0.2479577482168859,0.24834756597674532,0.2471395881006865
Perry,6226,6244,7340,8061.0,8545.0,8585.0,8510.0,8468.0,,,0.17568215807443777,0.17608573040045122,0.19913725277408503,0.21544834959240947,0.2240958799926569,0.22205266152811545,0.21763592655107156,0.21415204086793788
Pickaway,9641,9757,11171,12567.0,13797.0,14623.0,15228.0,15715.0,,,0.16444361056150644,0.1644447440715959,0.17915163178574292,0.19072407460806484,0.19790292041998966,0.19973501611757635,0.19894179894179895,0.19673998773113663
Ross,13628,13610,15190,16243.0,16539.0,16284.0,15871.0,15319.0,,,0.17702149769435604,0.17700381058901563,0.19832876354615486,0.21315154060154323,0.21797406294480468,0.215744985293728,0.2115005330490405,0.20534302029436208
Union,8309,8559,9631,11363.0,12621.0,13367.0,13952.0,14688.0,,,0.1317278881367218,0.13173569746502287,0.14502770750511987,0.15672022619129716,0.1598951009083653,0.1572902815857289,0.1535819646867157,0.15188459748720334
Total,351697,353200,409721,458281.0,492688.0,507827.0,515282.0,530804.0,,,0.14525977021748676,0.14528779282256912,0.16034070163561048,0.17119673834838917,0.1742683522096223,0.17245463797827892,0.16917488494195718,0.16866925473091768
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,"Updated July 25, 2023",,,,,,,,,,,,,,,,,
