Unnamed: 0,Unnamed: 1,County Growth Projections Household Population by Age,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Union,36551,37648,37456,39611.0,42470.0,45837.0,49816.0,53766.0,,,,0.6126447763195387,0.8202178649237473,0.5963191746799974,0.5776050628481437,0.568860671327922,0.5702467000908175,0.5797681672175411,0.5878121310184983
Total,1449212,1454277,1497375,1545555.0,1630591.0,1706439.0,1780072.0,1843869.0,,,,0.616071458936278,0.8089513948416087,0.6029664803186989,0.5939834366954558,0.5932316788774741,0.5959622593801491,0.6009635283910021,0.6024282458290968
,,,,,,,,,,,,,,,,,,,
Household Population by Age 65 and older,,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,,,Share of Total Household Population,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,,2020,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,31347,32050,41049,51437.0,61823.0,70516.0,77533.0,84802.0,,,,0.1475680714043611,0.14699609692110827,0.16824325985917224,0.187670798048752,0.20134505780817458,0.20941096114155047,0.21254903680879003,0.2158805964069966
Fairfield,25399,25671,29001,32417.0,34331.0,34943.0,34960.0,35417.0,,,,0.16248184801591617,0.16248188210870101,0.17474903288783908,0.18519026318645848,0.18535255371990067,0.17997476243207747,0.17266840849710327,0.16802588444039604
Fayette,5098,5108,5548,5968.0,6149.0,6188.0,6135.0,6090.0,,,,0.1781396323991893,0.17868886867697475,0.19069879352421545,0.20109171777073928,0.20297078725862353,0.20042754421195827,0.19514600165404924,0.19030655292022125
Franklin,163681,163356,189905,209447.0,221547.0,224872.0,226381.0,234103.0,,,,0.12637322336994747,0.12637031524503028,0.13964670827769182,0.14795425326005565,0.14901008345484776,0.14599148612388813,0.14282748978546317,0.1436492328272028
Hocking,5387,5404,5970,6406.0,6565.0,6542.0,6351.0,6114.0,,,,0.1956987684818542,0.19562699102229944,0.21713828471666546,0.2347035978603356,0.2416890623274307,0.24260179485277758,0.2375804279515188,0.23072568776180233
Knox,11379,11400,13002,14042.0,14477.0,14245.0,13779.0,13430.0,,,,0.19277292132547266,0.1927238301325399,0.2154896663738668,0.22851470324984946,0.22970978848991638,0.22233841639482432,0.21247166581856872,0.20461643939971053
Licking,30031,30320,35084,39306.0,42816.0,43167.0,42127.0,42136.0,,,,0.17187973969929202,0.17187916305278256,0.18793254912043883,0.20027310431973586,0.2018156622076416,0.19547704332311427,0.18648682148580334,0.1824321983997783
Logan,8529,8521,9500,10335.0,10611.0,10655.0,10560.0,10410.0,,,,0.1871379673512375,0.18708558380538357,0.20830592465903608,0.22509474234438298,0.22934272807832798,0.22885433223076593,0.2254820319005829,0.22099095656604253
Madison,6862,6949,8244,9613.0,10606.0,11287.0,11559.0,11871.0,,,,0.17766155758077878,0.17762838373252218,0.20121058283705945,0.2233503717472119,0.23406086553527686,0.2383587101134036,0.23459095244860267,0.23188264249716764
Marion,11495,11508,12713,13372.0,13339.0,12813.0,12078.0,11529.0,,,,0.19260736247717028,0.19303866476557913,0.21317660473539474,0.22475460535162028,0.22390640212173096,0.21569617696075954,0.2043481938922257,0.1960514233241506
Morrow,6319,6356,7614,8600.0,9377.0,9863.0,10106.0,10283.0,,,,0.18215624099164024,0.18224567037504302,0.21068068622025457,0.2301249632067646,0.24025108890596977,0.24533605293268992,0.24570872842207633,0.24450150985567207
Perry,6029,6047,7136,7853.0,8333.0,8370.0,8293.0,8249.0,,,,0.17176148827668727,0.172171288650988,0.19546400788868193,0.211911058340979,0.2206423597320412,0.21857780795445642,0.21412894730047252,0.21062172858419506
Pickaway,9266,9377,10772,12145.0,13351.0,14154.0,14738.0,15204.0,,,,0.17144654553528477,0.17143849641655698,0.18740105426140813,0.19994731729803591,0.20774269842998738,0.2097199585123722,0.20886596184915393,0.206480701849689
Ross,13152,13135,14716,15772.0,16070.0,15817.0,15407.0,14858.0,,,,0.18495549086613508,0.18494269381318465,0.20801764107203438,0.22407228504858784,0.2292930013554969,0.2268743634981425,0.2222815344884798,0.21562082777036048
Union,8011,8252,9318,11021.0,12249.0,12966.0,13523.0,14232.0,,,,0.13427532223730745,0.1342836685543188,0.14834744953193657,0.16070751552976173,0.1640681507674998,0.16130677647702815,0.15738326893533822,0.15559539948397252
Total,341985,343454,399572,447734.0,481644.0,496398.0,503530.0,518728.0,,,,0.14538052257662995,0.14541317691808098,0.16090059101688164,0.17207189653257454,0.17522878437404726,0.17336363833209817,0.16999490214481286,0.1694786338413606
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,"Updated July 25, 2023",,,,,,,,,,,,,,,,,,
